ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
152	"ENSG00000079819.12"	"EPB41L2"	chr6	-	131193510	131193678	131197813	131197915	131191467	131191521	131199243	131199390	152	47,28	0,2	26,16	1,0	197	197	0.775407094906	1.0	1.0,0.933	0.963,1.0	-0.015
1530	"ENSG00000151414.10"	"NEK7"	chr1	+	198201682	198201767	198222169	198222310	198126092	198126406	198231704	198231767	1530	15,17	24,28	2,3	3,3	183	197	0.597022957491	1.0	0.402,0.395	0.418,0.518	-0.069
1531	"ENSG00000244255.1"	"CFB"	chr6	+	31912723	31912963	31914149	31914383	31912503	31912630	31914783	31914969	1531	0,2	562,692	0,0	273,293	197	197	1	1.0	0.0,0.003	0.0,0.0	0.002
1533	"ENSG00000244255.1"	"CFB"	chr6	+	31912756	31912963	31914149	31914383	31912503	31912630	31914783	31914969	1533	260,137	751,440	251,198	715,520	197	197	0.447938482512	1.0	0.257,0.237	0.26,0.276	-0.021
1534	"ENSG00000244255.1"	"CFB"	chr6	+	31912954	31912963	31914149	31914383	31912503	31912630	31914783	31914969	1534	4,0	753,399	1,1	815,612	107	197	1	1.0	0.01,0.0	0.002,0.003	0.003
1535	"ENSG00000175265.13"	"GOLGA8A"	chr15	-	34837578	34837627	34839135	34839183	34837058	34837154	34843338	34843477	1535	52,17	247,86	10,12	55,60	146	147	0.922820066837	1.0	0.175,0.166	0.155,0.168	0.009
1536	"ENSG00000114026.17"	"OGG1"	chr3	+	9793453	9793633	9796387	9796569	9792029	9792107	9798154	9798305	1536	2,4	26,54	0,0	6,7	197	197	1	1.0	0.071,0.069	0.0,0.0	0.07
1537	"ENSG00000011258.11"	"MBTD1"	chr17	-	49270788	49270871	49272574	49272722	49270142	49270377	49278952	49279057	1537	25,17	18,16	18,17	20,19	197	181	0.367214405461	1.0	0.561,0.494	0.453,0.451	0.076
153	"ENSG00000079819.12"	"EPB41L2"	chr6	-	131191467	131191521	131197813	131197915	131190798	131191266	131199243	131199390	153	37,8	4,10	21,15	12,7	197	152	0.665412806473	1.0	0.877,0.382	0.575,0.623	0.03
1540	"ENSG00000118518.11"	"RNF146"	chr6	+	127603486	127603540	127606352	127606493	127601375	127601485	127607194	127607322	1540	1,0	3,1	1,1	2,2	152	197	0.784729097952	1.0	0.302,0.0	0.393,0.393	-0.242
1541	"ENSG00000118518.11"	"RNF146"	chr6	+	127603431	127603540	127606352	127606493	127601375	127601485	127607194	127607322	1541	10,5	7,6	4,4	6,4	197	197	0.578373566	1.0	0.588,0.455	0.4,0.5	0.071
1542	"ENSG00000118518.11"	"RNF146"	chr6	+	127601660	127601749	127606352	127606493	127601375	127601485	127607194	127607322	1542	2,0	6,5	1,1	5,3	187	197	0.827301762359	1.0	0.26,0.0	0.174,0.26	-0.087
1543	"ENSG00000118518.11"	"RNF146"	chr6	+	127601660	127601749	127603431	127603540	127601375	127601485	127607194	127607322	1543	2,0	10,5	1,1	3,4	187	197	0.417968816375	1.0	0.174,0.0	0.26,0.208	-0.147
1544	"ENSG00000118518.11"	"RNF146"	chr6	+	127601660	127601749	127603486	127603540	127601375	127601485	127607194	127607322	1544	0,1	1,0	1,0	1,1	187	152	0.877007646501	1.0	0.0,1.0	0.448,0.0	0.276
1545	"ENSG00000060069.12"	"CTDP1"	chr18	+	77488906	77489069	77496354	77496521	77477809	77478016	77513651	77514503	1545	19,10	28,5	17,11	21,12	197	197	0.740363848295	1.0	0.404,0.667	0.447,0.478	0.073
1546	"ENSG00000198860.7"	"TSEN15"	chr1	+	184027294	184027374	184039749	184039866	184023861	184023997	184041290	184041432	1546	0,2	8,2	0,0	2,2	178	197	1	1.0	0.0,0.525	0.0,0.0	0.263
1547	"ENSG00000100403.10"	"ZC3H7B"	chr22	+	41728174	41728231	41734316	41734359	41726026	41726107	41735004	41735195	1547	23,12	32,3	22,19	27,23	155	141	0.386457603375	1.0	0.395,0.784	0.426,0.429	0.162
154	"ENSG00000079819.12"	"EPB41L2"	chr6	-	131179270	131179383	131184777	131184858	131161321	131161738	131206235	131206408	154	0,2	45,0	1,1	54,81	179	197	0.321122860324	1.0	0.0,1.0	0.02,0.013	0.483
1553	"ENSG00000115129.9"	"TP53I3"	chr2	-	24302313	24302510	24303688	24303862	24300503	24300728	24305754	24306022	1553	5,4	36,22	0,0	1,1	197	197	1	1.0	0.122,0.154	0.0,0.0	0.138
1554	"ENSG00000183597.11"	"TANGO2"	chr22	+	20043465	20043536	20049052	20049206	20039987	20040107	20050860	20050965	1554	14,5	11,13	5,3	7,4	169	197	0.935304101238	1.0	0.597,0.31	0.454,0.466	-0.007
1555	"ENSG00000142230.7"	"SAE1"	chr19	+	47700489	47700634	47706927	47706997	47683402	47683560	47712415	47713448	1555	3,7	131,185	1,1	71,69	197	168	0.83069456056	1.0	0.019,0.031	0.012,0.012	0.013
1556	"ENSG00000142230.7"	"SAE1"	chr19	+	47700500	47700634	47706927	47706997	47683402	47683560	47712415	47713448	1556	1,3	131,185	0,0	26,31	197	168	0.654656254149	1.0	0.006,0.014	0.0,0.0	0.01
1557	"ENSG00000142230.7"	"SAE1"	chr19	+	47683402	47683560	47700489	47700634	47673074	47673180	47706927	47706997	1557	0,9	239,308	1,1	188,229	197	197	0.191151725981	1.0	0.0,0.028	0.005,0.004	0.009
1558	"ENSG00000070061.10"	"IKBKAP"	chr9	-	111681532	111681629	111685121	111685207	111679826	111679950	111688802	111688883	1558	180,220	3,9	49,51	0,0	184	195	0.55989066366	1.0	0.985,0.963	1.0,1.0	-0.026
1559	"ENSG00000070061.10"	"IKBKAP"	chr9	-	111681557	111681629	111685121	111685207	111679826	111679950	111688802	111688883	1559	180,220	0,2	3,2	0,0	184	170	1	1.0	1.0,0.99	1.0,1.0	-0.005
1560	"ENSG00000111215.7"	"PRR4"	chr12	-	11035659	11035695	11036752	11036874	11035150	11035297	11126253	11126320	1560	3,0	5,3	2,1	9,6	197	134	0.632145155975	1.0	0.29,0.0	0.131,0.102	0.028
1561	"ENSG00000204842.10"	"ATXN2"	chr12	-	111916873	111916906	111920590	111920635	111908361	111908546	111923074	111923135	1561	1,6	2,9	2,1	3,2	143	131	0.972209907978	1.0	0.314,0.379	0.379,0.314	0.0
1562	"ENSG00000173230.11"	"GOLGB1"	chr3	-	121418658	121418732	121421327	121421442	121414324	121417776	121433707	121433823	1562	105,86	58,74	16,19	11,15	197	172	0.795450687839	1.0	0.612,0.504	0.559,0.525	0.016
1563	"ENSG00000122882.6"	"ECD"	chr10	-	74912050	74912179	74914013	74914206	74908033	74908162	74916032	74916211	1563	34,76	35,73	42,34	38,28	197	197	0.606439504691	1.0	0.493,0.51	0.525,0.548	-0.035
1564	"ENSG00000185722.12"	"ANKFY1"	chr17	-	4145550	4145743	4152384	4152543	4139066	4139185	4167226	4167251	1564	2,1	38,43	0,0	3,2	197	197	1	1.0	0.05,0.023	0.0,0.0	0.037
1565	"ENSG00000150456.6"	"N6AMT2"	chr13	-	21305979	21306260	21311861	21311944	21302869	21303355	21331593	21331756	1565	32,41	68,68	5,5	5,7	181	197	0.305270026681	1.0	0.339,0.396	0.521,0.437	-0.111
1566	"ENSG00000009954.6"	"BAZ1B"	chr7	-	72865176	72865324	72873865	72874048	72863871	72864019	72877251	72877429	1566	57,79	61,96	22,31	27,39	197	197	0.755971406829	1.0	0.483,0.451	0.449,0.443	0.021
1567	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82228302	82228443	82248972	82249070	82222843	82222883	82264483	82264534	1567	0,0	7,126	1,1	43,43	197	196	0.177826270257	1.0	0.0,0.0	0.023,0.023	-0.023
1568	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82228302	82228443	82264483	82264534	82214108	82214127	82266983	82267130	1568	0,12	19,31	1,1	4,4	197	149	0.64280688465	1.0	0.0,0.226	0.159,0.159	-0.046
1569	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82266983	82267130	82269056	82269227	82248972	82249070	82271899	82272025	1569	6,3	63,45	2,1	51,47	197	197	0.228420330468	1.0	0.087,0.063	0.038,0.021	0.045
1570	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82248972	82249070	82264483	82264534	82214084	82214127	82266983	82267130	1570	42,2	15,3	13,11	12,10	196	149	0.346630436028	1.0	0.68,0.336	0.452,0.455	0.054
1571	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82248972	82249070	82266983	82267052	82228302	82228443	82269056	82269676	1571	61,61	1,0	8,10	0,0	196	167	1	1.0	0.981,1.0	1.0,1.0	-0.01
1572	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82248972	82249070	82266983	82267130	82228302	82228443	82269056	82269227	1572	61,61	64,83	8,10	11,13	196	197	0.780345255411	1.0	0.489,0.425	0.422,0.436	0.028
1573	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82248972	82249070	82264483	82264534	82228302	82228443	82266983	82267130	1573	0,61	0,17	28,21	18,12	196	149	1	1.0	NA,0.732	0.542,0.571	0.175
1574	"ENSG00000108219.10"	"TSPAN14"	chr10	+	82222843	82222883	82228302	82228443	82214108	82214127	82248972	82249070	1574	0,1	8,72	1,0	29,24	138	197	1	1.0	0.0,0.019	0.047,0.0	-0.014
1578	"ENSG00000269699.1"	"ZIM2"	chr19	-	57341150	57341289	57344657	57344788	57335629	57335795	57347385	57347472	1578	101,63	6,1	78,68	3,2	197	197	0.792988856809	1.0	0.944,0.984	0.963,0.971	-0.003
1579	"ENSG00000269699.1"	"ZIM2"	chr19	-	57341150	57341289	57345010	57345131	57335629	57335795	57347385	57347472	1579	12,11	6,1	12,11	2,2	197	197	0.672211839303	1.0	0.667,0.917	0.857,0.846	-0.059
1580	"ENSG00000269699.1"	"ZIM2"	chr19	-	57337755	57337831	57344657	57344788	57335629	57335882	57347385	57347472	1580	74,31	47,58	45,39	57,43	197	174	0.772221872587	1.0	0.582,0.321	0.411,0.445	0.024
1581	"ENSG00000269699.1"	"ZIM2"	chr19	-	57337755	57337831	57344657	57344788	57335629	57335795	57347385	57347472	1581	98,56	74,140	84,75	143,120	197	174	0.59788057331	1.0	0.539,0.261	0.342,0.356	0.051
1582	"ENSG00000269699.1"	"ZIM2"	chr19	-	57337755	57337831	57345010	57345131	57335629	57335795	57347385	57347472	1582	10,8	45,121	14,13	122,119	197	174	0.937510760485	1.0	0.164,0.055	0.092,0.088	0.02
1583	"ENSG00000051382.4"	"PIK3CB"	chr3	-	138403466	138403645	138407716	138407816	138402519	138402629	138409841	138409985	1583	43,23	18,16	32,33	25,20	197	197	0.396775518862	1.0	0.705,0.59	0.561,0.623	0.055
1585	"ENSG00000051382.4"	"PIK3CB"	chr3	-	138453475	138453646	138456548	138456728	138452202	138452280	138461399	138461623	1585	23,27	27,38	17,16	20,18	197	197	0.704764509219	1.0	0.46,0.415	0.459,0.471	-0.027
1586	"ENSG00000051382.4"	"PIK3CB"	chr3	-	138423284	138423335	138426000	138426131	138417748	138417937	138431049	138431146	1586	41,32	12,15	37,31	20,16	197	149	0.300888148132	1.0	0.721,0.617	0.583,0.594	0.081
1600	"ENSG00000163312.6"	"HELQ"	chr4	-	84367166	84367239	84367987	84368188	84364669	84364767	84369935	84370114	1600	4,2	4,3	0,0	1,1	197	171	1	1.0	0.465,0.367	0.0,0.0	0.416
1601	"ENSG00000163312.6"	"HELQ"	chr4	-	84364669	84364767	84367166	84367239	84362457	84362556	84367987	84368188	1601	4,4	1,7	1,1	1,0	171	196	0.948927160932	1.0	0.821,0.396	0.534,1.0	-0.158
1602	"ENSG00000163312.6"	"HELQ"	chr4	-	84364656	84364767	84367166	84367239	84362457	84362556	84367987	84368188	1602	4,4	1,3	1,1	0,0	171	197	1	1.0	0.822,0.606	1.0,1.0	-0.286
1603	"ENSG00000139496.11"	"NUPL1"	chr13	+	25893463	25893488	25894667	25894733	25889494	25889605	25895056	25895231	1603	46,64	17,48	45,42	18,15	123	164	0.231548544867	1.0	0.783,0.64	0.769,0.789	-0.068
1604	"ENSG00000139496.11"	"NUPL1"	chr13	+	25893446	25893488	25894667	25894733	25889494	25889605	25895056	25895231	1604	1,0	5,39	0,0	6,10	140	164	1	1.0	0.19,0.0	0.0,0.0	0.095
1605	"ENSG00000163703.13"	"CRELD1"	chr3	+	9982794	9982890	9984496	9984580	9982533	9982710	9984760	9984856	1605	55,97	76,100	4,3	3,3	194	182	0.569972514897	1.0	0.404,0.476	0.556,0.484	-0.08
160	"ENSG00000055917.11"	"PUM2"	chr2	-	20531490	20531698	20532727	20532824	20527070	20527139	20550357	20550463	160	0,11	0,1	4,3	2,2	195	197	1	1.0	NA,0.917	0.669,0.602	0.282
1611	"ENSG00000025293.11"	"PHF20"	chr20	+	34446223	34446303	34450934	34451322	34435271	34435356	34457359	34457473	1611	10,14	24,40	13,9	25,23	178	197	0.594528053182	1.0	0.316,0.279	0.365,0.302	-0.036
1612	"ENSG00000025293.11"	"PHF20"	chr20	+	34389412	34389527	34430494	34430666	34359922	34360001	34435271	34435356	1612	72,76	32,59	19,18	12,9	197	197	0.900694105214	1.0	0.692,0.563	0.613,0.667	-0.013
1614	"ENSG00000260729.1"	"RP11-106M3.2"	chr15	-	72597086	72597135	72608185	72608268	72582467	72582596	72611953	72613043	1614	3,0	3,3	0,0	1,1	181	147	1	1.0	0.448,0.0	0.0,0.0	0.224
1616	"ENSG00000119013.4"	"NDUFB3"	chr2	+	201937061	201937084	201937793	201937876	201936730	201936782	201943603	201943745	1616	14,0	5,12	11,8	4,3	121	181	0.191570166349	1.0	0.807,0.0	0.804,0.8	-0.399
1617	"ENSG00000119013.4"	"NDUFB3"	chr2	+	201937061	201937084	201937832	201937876	201936730	201936782	201943603	201943745	1617	15,2	5,5	12,8	3,2	121	142	0.274478277083	1.0	0.779,0.319	0.824,0.824	-0.275
1618	"ENSG00000119013.4"	"NDUFB3"	chr2	+	201937001	201937084	201937832	201937876	201936752	201936782	201943603	201943745	1618	60,14	4,5	19,18	2,2	181	142	0.640810917642	1.0	0.922,0.687	0.882,0.876	-0.075
1619	"ENSG00000119013.4"	"NDUFB3"	chr2	+	201937001	201937084	201937793	201937876	201936752	201936782	201943603	201943745	1619	59,10	5,11	19,16	2,2	181	181	0.384845411042	1.0	0.922,0.476	0.905,0.889	-0.198
161	"ENSG00000055917.11"	"PUM2"	chr2	-	20531477	20531698	20532727	20532824	20527070	20527139	20550357	20550463	161	4,10	11,19	4,4	8,7	195	197	0.812844483433	1.0	0.269,0.347	0.336,0.366	-0.043
1620	"ENSG00000135912.6"	"TTLL4"	chr2	+	219609053	219609099	219609831	219609956	219605243	219605307	219610413	219610524	1620	1,0	116,169	0,0	21,16	144	197	0.229192161562	1.0	0.012,0.0	0.0,0.0	0.006
1621	"ENSG00000135912.6"	"TTLL4"	chr2	+	219611854	219611917	219612012	219612095	219610877	219610954	219612319	219612448	1621	0,2	67,82	0,0	26,24	161	181	0.503177485251	1.0	0.0,0.027	0.0,0.0	0.013
1622	"ENSG00000135912.6"	"TTLL4"	chr2	+	219611725	219611917	219612012	219612095	219610877	219610954	219612319	219612448	1622	39,59	37,53	57,42	50,34	197	181	0.730843079217	1.0	0.492,0.506	0.512,0.532	-0.023
1624	"ENSG00000242086.4"	"LINC00969"	chr3	+	195415403	195415668	195423231	195423460	195410622	195410736	195425900	195426078	1624	8,8	20,78	10,8	41,30	197	197	0.496176381655	1.0	0.286,0.093	0.196,0.211	-0.014
1625	"ENSG00000144331.14"	"ZNF385B"	chr2	-	180311251	180311497	180347998	180348161	180310276	180310455	180383254	180383365	1625	21,29	23,24	5,4	5,5	197	197	0.682258117339	1.0	0.477,0.547	0.5,0.444	0.04
1627	"ENSG00000245680.5"	"ZNF585B"	chr19	-	37686782	37686921	37689840	37689956	37680925	37681052	37697941	37698156	1627	0,3	0,1	1,1	0,0	197	197	1	1.0	NA,0.75	1.0,1.0	-0.25
1628	"ENSG00000164398.8"	"ACSL6"	chr5	-	131310450	131310528	131310585	131310663	131308958	131309093	131312340	131312414	1628	5,2	0,1	3,3	3,2	176	176	0.347827396022	1.0	1.0,0.667	0.5,0.6	0.283
1629	"ENSG00000110711.5"	"AIP"	chr11	+	67254476	67254656	67256737	67256926	67250511	67250728	67257508	67257685	1629	5,144	4,86	88,91	59,53	197	197	0.923996943418	1.0	0.556,0.626	0.599,0.632	-0.024
1630	"ENSG00000180530.5"	"NRIP1"	chr21	-	16351521	16351591	16386664	16386787	16333555	16340847	16415815	16415895	1630	5,62	1,3	21,21	0,0	197	168	0.40562082987	1.0	0.81,0.946	1.0,1.0	-0.122
1631	"ENSG00000180530.5"	"NRIP1"	chr21	-	16351521	16351591	16363521	16363627	16333555	16340847	16386664	16386787	1631	0,0	0,4	5,4	1,1	197	168	1	1.0	NA,0.0	0.81,0.773	-0.792
1632	"ENSG00000076864.15"	"RAP1GAP"	chr1	-	21976253	21976289	21991703	21991810	21952796	21952890	21995003	21995086	1632	0,6	7,19	1,1	7,6	197	134	0.557267524248	1.0	0.0,0.177	0.089,0.102	-0.007
1634	"ENSG00000155508.9"	"CNOT8"	chr5	+	154244751	154244945	154250220	154250382	154242766	154242955	154251289	154251434	1634	82,100	53,57	121,120	74,71	197	197	0.971045559384	1.0	0.607,0.637	0.621,0.628	-0.003
1636	"ENSG00000142188.12"	"TMEM50B"	chr21	-	34821088	34823170	34828033	34828091	34811520	34811604	34832719	34832812	1636	78,65	19,11	24,19	3,2	156	197	0.543947481949	1.0	0.838,0.882	0.91,0.923	-0.057
1637	"ENSG00000214021.11"	"TTLL3"	chr3	+	9862229	9862425	9867483	9867632	9854931	9855029	9868680	9868924	1637	5,7	47,6	4,3	44,28	197	197	0.132543071544	1.0	0.096,0.538	0.083,0.097	0.227
1638	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29147228	29147276	29139869	29139966	29153065	29153498	1638	12,36	4,11	7,8	2,3	193	146	0.90654504762	1.0	0.694,0.712	0.726,0.669	0.005
1639	"ENSG00000165997.4"	"ARL5B"	chr10	+	18957458	18957606	18961550	18961634	18955503	18955564	18962912	18963064	1639	1,73	18,48	31,30	34,34	197	182	0.441591832602	1.0	0.049,0.584	0.457,0.449	-0.137
1641	"ENSG00000235954.2"	"TTC28-AS1"	chr22	+	28331138	28331218	28389111	28389523	28315444	28315533	28390460	28390641	1641	5,7	0,0	2,2	1,0	178	197	1	1.0	1.0,1.0	0.689,1.0	0.155
1642	"ENSG00000244187.3"	"TMEM141"	chr9	+	139686081	139686229	139686424	139686482	139685806	139685876	139686702	139686798	1642	0,2	0,63	1,2	81,125	197	156	1	1.0	NA,0.025	0.01,0.013	0.014
1643	"ENSG00000244187.3"	"TMEM141"	chr9	+	139686081	139686229	139686371	139686482	139685806	139685876	139686702	139686798	1643	4,5	190,216	0,0	19,16	197	197	0.330587122967	1.0	0.021,0.023	0.0,0.0	0.022
1644	"ENSG00000244187.3"	"TMEM141"	chr9	+	139686162	139686229	139686424	139686482	139685806	139685876	139686702	139686810	1644	2,65	0,189	78,84	255,257	165	156	0.374436761409	1.0	1.0,0.245	0.224,0.236	0.393
1645	"ENSG00000244187.3"	"TMEM141"	chr9	+	139686162	139686229	139686371	139686482	139685806	139685876	139686702	139686810	1645	96,104	190,216	13,13	31,28	165	197	0.757338813597	1.0	0.376,0.365	0.334,0.357	0.025
1646	"ENSG00000100519.7"	"PSMC6"	chr14	+	53184798	53184860	53185023	53185070	53180598	53180686	53185694	53185756	1646	238,237	161,188	13,11	10,9	160	145	0.783511346917	1.0	0.573,0.533	0.541,0.526	0.019
1647	"ENSG00000146856.10"	"AGBL3"	chr7	+	134674000	134674061	134678243	134678429	134672625	134672747	134694792	134695016	1647	0,21	0,0	5,6	1,1	159	197	1	1.0	NA,1.0	0.861,0.881	0.129
1649	"ENSG00000145740.14"	"SLC30A5"	chr5	+	68412220	68412429	68413065	68413223	68411752	68412041	68414325	68414455	1649	19,42	36,59	3,3	4,3	197	197	0.530313882682	1.0	0.345,0.416	0.429,0.5	-0.084
164	"ENSG00000204267.9"	"TAP2"	chr6	-	32805313	32805428	32805517	32806014	32803419	32803550	32806429	32806557	164	10,17	54,68	2,2	7,8	197	197	0.556333656436	1.0	0.156,0.2	0.222,0.2	-0.033
1653	"ENSG00000122484.8"	"RPAP2"	chr1	+	92811402	92811471	92846280	92846430	92801903	92801984	92852567	92852790	1653	11,21	26,24	3,3	6,5	167	197	0.790303567328	1.0	0.333,0.508	0.371,0.414	0.028
1654	"ENSG00000136643.7"	"RPS6KC1"	chr1	+	213251037	213251158	213277795	213277911	213244347	213244383	213290658	213290752	1654	1,2	2,2	1,2	4,5	197	197	0.498835568995	1.0	0.333,0.5	0.2,0.286	0.173
1655	"ENSG00000136643.7"	"RPS6KC1"	chr1	+	213244347	213244383	213251037	213251158	213224596	213224851	213277795	213277911	1655	0,10	18,12	13,10	12,11	134	197	0.10816203047	1.0	0.0,0.551	0.614,0.572	-0.317
1657	"ENSG00000136643.7"	"RPS6KC1"	chr1	+	213277822	213277911	213290658	213290752	213251037	213251158	213302869	213303232	1657	0,1	16,30	0,0	3,2	187	192	1	1.0	0.0,0.033	0.0,0.0	0.017
1659	"ENSG00000136643.7"	"RPS6KC1"	chr1	+	213277795	213277911	213290658	213290752	213251037	213251158	213302869	213303232	1659	8,2	1,3	4,6	3,5	197	192	0.614657479717	1.0	0.886,0.394	0.565,0.539	0.088
1660	"ENSG00000153560.7"	"UBP1"	chr3	-	33437936	33438008	33438236	33438370	33437653	33437772	33438536	33438627	1660	6,21	1,4	15,15	2,1	197	170	0.518578964447	1.0	0.838,0.819	0.866,0.928	-0.069
1661	"ENSG00000153560.7"	"UBP1"	chr3	-	33467081	33467233	33482168	33482415	33458284	33458326	33482760	33482863	1661	1,0	88,112	0,0	24,27	197	197	0.571315352844	1.0	0.011,0.0	0.0,0.0	0.005
1663	"ENSG00000177410.8"	"ZFAS1"	chr20	+	47895640	47895745	47897021	47897107	47894714	47895253	47905581	47905797	1663	1192,1239	127,158	423,387	62,52	197	184	0.215540491095	1.0	0.898,0.88	0.864,0.874	0.02
1664	"ENSG00000132970.8"	"WASF3"	chr13	+	27250685	27250861	27254171	27254338	27246008	27246126	27255190	27255457	1664	67,66	11,34	58,47	10,8	197	197	0.14197469964	1.0	0.859,0.66	0.853,0.855	-0.094
1666	"ENSG00000092841.14"	"MYL6"	chr12	+	56553281	56553406	56553406	56553514	56552467	56552495	56553758	56553932	1666	31,86	1600,4962	28,20	1695,1162	197	197	0.867986931551	1.0	0.019,0.017	0.016,0.017	0.002
1668	"ENSG00000092841.14"	"MYL6"	chr12	+	56553390	56553406	56553406	56553514	56552467	56552495	56553758	56553932	1668	52,59	3213,3908	2,2	223,236	114	197	0.73599174906	1.0	0.027,0.025	0.015,0.014	0.012
1669	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553370	56553514	56552467	56552495	56553758	56553932	1669	47,50	7992,9619	0,0	207,167	117	197	1	1.0	0.01,0.009	0.0,0.0	0.009
1672	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553370	56553406	56552467	56552495	56553758	56553932	1672	47,50	342,388	0,0	4,4	117	134	1	1.0	0.136,0.129	0.0,0.0	0.133
1674	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553406	56553514	56552467	56552495	56553758	56553932	1674	47,50	3213,3908	0,0	84,64	117	197	0.349385550557	1.0	0.024,0.021	0.0,0.0	0.022
1676	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553281	56553406	56552467	56552495	56553758	56553932	1676	47,50	143,191	0,0	1,1	117	197	1	1.0	0.356,0.306	0.0,0.0	0.331
1678	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553370	56553489	56552467	56552495	56553758	56553932	1678	47,50	4812,5754	0,0	124,103	117	197	0.666116530264	1.0	0.016,0.014	0.0,0.0	0.015
1679	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553254	56553406	56552467	56552495	56553758	56553932	1679	47,50	138,190	0,0	1,1	117	197	1	1.0	0.364,0.307	0.0,0.0	0.336
167	"ENSG00000205423.7"	"CNEP1R1"	chr16	+	50063635	50063709	50067307	50067470	50060306	50060378	50069327	50070988	167	51,61	4,1	3,4	0,0	172	197	1	1.0	0.936,0.986	1.0,1.0	-0.039
1680	"ENSG00000092841.14"	"MYL6"	chr12	+	56552685	56552704	56553390	56553514	56552467	56552495	56553758	56553932	1680	47,50	3185,3865	0,0	83,63	117	197	0.34194271336	1.0	0.024,0.021	0.0,0.0	0.022
1681	"ENSG00000092841.14"	"MYL6"	chr12	+	56553390	56553508	56553758	56553932	56552467	56552495	56554026	56554104	1681	1,2	2541,3140	0,0	56,43	197	197	1	1.0	0.0,0.001	0.0,0.0	0.001
1682	"ENSG00000092841.14"	"MYL6"	chr12	+	56553254	56553406	56553406	56553489	56552467	56552495	56553758	56553932	1682	138,190	5,1	5,7	0,0	197	181	1	1.0	0.962,0.994	1.0,1.0	-0.022
1683	"ENSG00000092841.14"	"MYL6"	chr12	+	56553254	56553406	56553406	56553514	56552467	56552495	56553758	56553932	1683	22,76	1539,4414	19,17	1189,1000	197	197	0.861884645941	1.0	0.014,0.017	0.016,0.017	-0.001
1684	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553406	56553406	56553489	56552467	56552495	56553758	56553932	1684	342,388	5,1	50,54	1,0	134	181	0.452017987216	1.0	0.989,0.998	0.985,1.0	0.001
1685	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553406	56553406	56553514	56552467	56552495	56553758	56553932	1685	106,306	1600,4962	117,81	1695,1162	134	197	0.504130687123	1.0	0.089,0.083	0.092,0.093	-0.007
1688	"ENSG00000088179.4"	"PTPN4"	chr2	+	120677644	120677817	120684173	120684242	120672754	120672818	120689999	120690125	1688	8,4	3,4	6,6	10,7	197	167	0.220310751478	1.0	0.693,0.459	0.337,0.421	0.197
1689	"ENSG00000176454.9"	"LPCAT4"	chr15	-	34652954	34653028	34653369	34653430	34652311	34652410	34653600	34653733	1689	4,0	0,0	3,3	2,2	159	172	1	1.0	1.0,NA	0.619,0.619	0.381
168	"ENSG00000110880.6"	"CORO1C"	chr12	-	109055804	109055934	109072047	109072170	109048081	109048186	109094899	109095099	168	14,163	0,1	46,57	0,0	197	197	0.65737819323	1.0	1.0,0.994	1.0,1.0	-0.003
1690	"ENSG00000144283.17"	"PKP4"	chr2	+	159433782	159433895	159459581	159459616	159313623	159313730	159477501	159477633	1690	2,0	30,53	0,0	11,9	197	133	0.499106345973	1.0	0.043,0.0	0.0,0.0	0.021
1691	"ENSG00000144283.17"	"PKP4"	chr2	+	159433782	159433895	159459581	159459616	159389691	159389828	159477501	159477633	1691	28,0	71,0	18,33	16,30	197	133	1	1.0	0.21,NA	0.432,0.426	-0.219
1693	"ENSG00000144283.17"	"PKP4"	chr2	+	159389691	159389828	159433782	159433895	159313625	159313730	159459581	159459616	1693	163,40	90,72	87,77	77,73	197	197	0.879292745348	1.0	0.644,0.357	0.53,0.513	-0.021
1695	"ENSG00000178188.10"	"SH2B1"	chr16	+	28880528	28880704	28883100	28883304	28880326	28880418	28883510	28883722	1695	105,115	41,38	18,20	4,4	197	197	0.357365734663	1.0	0.719,0.752	0.818,0.833	-0.09
